type_species,Species,Author,Subspecies,Common_name,Familyetc,sp#,changes
,Diplodactylus klugei,APLIN & ADAMS 1998,,,"Diplodactylidae, Gekkota, Sauria, Squamata (lizards: geckos)",13386,
,Diplodactylus laevis,(STERNFELD 1925),,E: Desert Fat-tailed Gecko,"Diplodactylidae, Gekkota, Sauria, Squamata (lizards: geckos)",20204,
,Diplodactylus lateroides,DOUGHTY & OLIVER 2013,,E: Speckled Stone Gecko,"Diplodactylidae, Gekkota, Sauria, Squamata (lizards: geckos)",13387,
,Diplodactylus mitchelli,KLUGE 1963,,E: Pilbara Stone Gecko,"Diplodactylidae, Gekkota, Sauria, Squamata (lizards: geckos)",13388,
,Diplodactylus nebulosus,DOUGHTY & OLIVER 2013,,,"Diplodactylidae, Gekkota, Sauria, Squamata (lizards: geckos)",13389,
,Diplodactylus ornatus,GRAY 1845,,E: Ornate Stone Gecko,"Diplodactylidae, Gekkota, Sauria, Squamata (lizards: geckos)",13390,
,Diplodactylus platyurus,PARKER 1926,,E: Eastern Fat-tailed gecko,"Diplodactylidae, Gekkota, Sauria, Squamata (lizards: geckos)",20203,
,Diplodactylus polyophthalmus,GÜNTHER 1867,,E: Spotted Sandplain Gecko,"Diplodactylidae, Gekkota, Sauria, Squamata (lizards: geckos)",13391,
,Diplodactylus pulcher,(STEINDACHNER 1870),,E: Fine-faced Gecko,"Diplodactylidae, Gekkota, Sauria, Squamata (lizards: geckos)",13392,
,Diplodactylus savagei,KLUGE 1963,,E: Yellow-spotted Pilbara Gecko,"Diplodactylidae, Gekkota, Sauria, Squamata (lizards: geckos)",13393,
,Diplodactylus tessellatus,(GÜNTHER 1875),,E: Tesselated Gecko,"Diplodactylidae, Gekkota, Sauria, Squamata (lizards: geckos)",13394,
x,Diplodactylus vittatus,GRAY 1832,,"E: Eastern Stone Gecko, Wood Gecko, Stone Gecko","Diplodactylidae, Gekkota, Sauria, Squamata (lizards: geckos)",13395,
,Diplodactylus wiru,"HUTCHINSON, DOUGHTY & OLIVER 2009",,E: Desert Wood Gecko,"Diplodactylidae, Gekkota, Sauria, Squamata (lizards: geckos)",13396,
,Diploderma angustelinea,"WANG, REN, WU, CHE & SILER 2020",,"E: Narrow-striped Mountain Dragon
Chinese: 细纹龙蜥 (Pinyin: Xi Wen Long Xi)","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",23511,new species
,Diploderma aorun,"WANG, JIANG, ZHENG, XIE, CHE & SILER 2020",,"E: Aorun Mountain Dragon
Chinese: 敖闰龙蜥 (Pinyin: Ao Run Long Xi)","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",23514,new species
,Diploderma batangense,"(LI, DENG, WU & WANG 2001)",,Chinese: 巴塘龙蜥,"Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",14990,
,Diploderma bowoense,"WANG, GAO, WU, SILER & CHE 2021",,"E: Bowo Mountain Dragon
Chinese: 博窝龙蜥 (Pinyin: Bo Wo Long Xi)","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",23598,new species
,Diploderma brevicauda,"(MANTHEY, DENZER, HOU & WANG 2012)",,Chinese: 短尾龙蜥 ,"Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",14991,changed name
,Diploderma brevipes,(GRESSITT 1936),,E: Short-legged Japalure,"Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",14992,
,Diploderma chapaense,(BOURRET 1937),,E: Japalure,"Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",14993,
,Diploderma drukdaypo,"(WANG, REN, JIANG, ZOU, WU, CHE & SILER 2019)",,"E: Dwarf Mountain Dragon
Chinese:  侏龙蜥 (Pinyin: Zhu Long Xi) or 侏攀蜥 (Pinying: Zhu Pan Xi)","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",21753,
,Diploderma dymondi,(BOULENGER 1906),,"E: Dymond's Japalure
Chinese: 裸耳龙蜥","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",14995,
,Diploderma fasciatum,(MERTENS 1926),,"E: Banded japalure
Chinese: 横纹龙蜥","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",14996,
,Diploderma flaviceps,(BARBOUR & DUNN 1919),,"E: Szechwan japalure
Chinese: 草绿龙蜥","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",14997,
,Diploderma flavilabre,"WANG, CHE & SILER 2020",,"E: Yellow-lipped Mountain Dragon
Chinese: 黄唇龙蜥 (Pinyin: Huang Chun Long Xi)","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",23517,new species
,Diploderma formosgula,"WANG, GAO, WU, DONG, SHI, QI, SILER & CHE 2021",,"E: Vibrant-gulared Mountain Dragon
Chinese: 丽喉龙蜥 (Pinyin: Li Hou Long Xi)","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",23601,new species
,Diploderma grahami,(STEJNEGER 1924),,"E: Graham's Japalure
Chinese: 宜宾龙蜥","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",14998,
,Diploderma hamptoni,(SMITH 1935),,E: Hampton's japalure,"Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",14999,
,Diploderma iadinum,"(WANG, JIANG, SILER & CHE 2016)",,"English: Emerald Mountain Dragon
Chinese: Fei Cui Pan Xi; 翡翠龙蜥","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",20340,
,Diploderma laeviventre,"(WANG, JIANG, SILER & CHE 2016)",,"English: Smooth-venter Mountain Dragon
Chinese: Hua Fu Pan Xi, 滑腹龙蜥","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",20341,
,Diploderma luei,"(OTA, CHEN & SHANG 1998)",,,"Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",15001,
,Diploderma makii,(OTA 1989),,"E: Ota's Japalure
Chinese: 溪头龙蜥","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",15003,
,Diploderma menghaiense,"LIU, HOU, WANG, ANANJEVA & RAO 2020",,"E:Menghai Mountain Lizard
Chinese: Mìng Ha􏰀i Pân Xî, Meng Hai Long Xi (勐海龙蜥)","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",23151,
,Diploderma micangshanense,(SONG 1987),,Chinese: 米仓山龙蜥,"Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",15004,
,Diploderma ngoclinense,"(ANANJEVA, ORLOV & NGUYEN 2017)",,,"Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",20809,
,Diploderma panchi,"WANG, ZHENG, XIE, CHE & SILER 2020",,"E: Panchi Mountain Dragon
Chinese: 蟠螭龙蜥(Pinyin: Pan Chi Long Xi)","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",23520,new species
,Diploderma panlong,"WANG, CHE & SILER 2020",,"E: Pan Long Mountain Dragon
Chinese: 蟠龙龙蜥 (Pinyin Pan Long Long Xi)","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",23523,new species
x,Diploderma polygonatum,HALLOWELL 1861,"Diploderma polygonatum donan (OTA 2003)
Diploderma polygonatum ishigakiense (VAN DENBURGH 1912)
Diploderma polygonatum miyakense (VAN DENBURGH 1912)
Diploderma polygonatum polygonatum HALLOWELL 1861
Diploderma polygonatum xanthostomum (OTA 1991)","E: Ryukyu Japalure, Okinawa Tree Lizard
Chinese: 琉球龙蜥","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",15007,
,Diploderma qilin,"WANG, REN, CHE & SILER 2020",,"E: Qilin Mountain Dragon
Chinese: 麒麟龙蜥 (Pinyin: Qi Lin Long Xi)","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",23526,new species
,Diploderma slowinskii,"(RAO, VINDUM, MA, FU & WILKINSON 2017)",,Chinese: 贡山龙蜥,"Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",20958,
,Diploderma splendidum,(BARBOUR & DUNN 1919),,"E: Splendid Japalure, Green Striped Tree Dragon
G: Chinesische Bergagame
Chinese: 丽纹龙蜥 ","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",15009,
,Diploderma swild,"WANG, WU, JIANG, CHEN, MIAO, SILER & CHE 2019",,"E: Swild Mountain Dragon
Chinese: 山地龙蜥 (Pinyin: Shan Di Long Xi)","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",22406,
,Diploderma swinhonis,(GÜNTHER 1864),,E: Taiwan Japalure,"Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",15010,
,Diploderma varcoae,(BOULENGER 1918),,"E: Chinese japalure
Chinese: 昆明龙蜥 ","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",15012,
,Diploderma vela,"(WANG, JIANG & CHE 2015)",,"E: Sail Moutain Lizards, Sail Japalura 
Chinese: Fan Bei Pan Xi (帆背龙蜥)","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",20353,
,Diploderma yulongense,"(MANTHEY, DENZER, HOU & WANG 2012)",,Chinese: 玉龙龙蜥 ,"Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",15014,
,Diploderma yunnanense,(ANDERSON 1878),,"E: Yunnan japalure
Chinese: 云南龙蜥","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",15015,
,Diploderma zhaoermii,(GAO & HOU 2002),,Chinese: 汶川龙蜥,"Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",15016,
,Diploglossus atitlanensis,(SMITH 1950),,"E: Atitlán galliwasp
G: Atitlán-Gallwespenschleiche","Diploglossidae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",13397,
,Diploglossus bilobatus,(O'SHAUGHNESSY 1874),,"E: O'Shaughnessy's Galliwasp
G: O'Shaughnessys Gallwespenschleiche","Diploglossidae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",13398,
,Diploglossus bivittatus,(BOULENGER 1895),,"E: Two-banded galliwasp
G: Zweigebänderte Gallwespenschleiche","Diploglossidae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",12056,
,Diploglossus delasagra,(COCTEAU 1838),,"E: Cuban Pale-necked Galliwasp, Cuban Galliwasp
G: De La Sagras Gallwespenschleiche","Diploglossidae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",13399,
x,Diploglossus fasciatus,(GRAY 1831),,"E: Banded Galliwasp
G: Gebänderte Gallwespenschleiche
Portuguese: Briba, Calango-Coral, Calango-Liso, Cobra-de-Patas, Lagarto-Coral, Víbora","Diploglossidae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",13400,
,Diploglossus garridoi,THOMAS & HEDGES 1998,,"E: CUBAN SMALL-EARED GALLIWASP
G: Kuba-Gallwespenschleiche","Diploglossidae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",13401,
,Diploglossus lessonae,PERACCA 1890,,"E: Brazilian Galliwasp
G: Brasilianische Gallwespenschleiche
Portuguese: Briba, Briba-que-Vira-Cobra, Calango-Coral, Calango-Liso, Lagarto-Coral","Diploglossidae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",13404,
,Diploglossus microlepis,(GRAY 1831),,"E: Small-lipped Galliwasp
G: Kleinlippen-Gallwespenschleiche","Diploglossidae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",13406,
,Diploglossus millepunctatus,O'SHAUGHNESSY 1874,,"E: Dotted Galliwasp
G: Gepunktete Gallwespenschleiche","Diploglossidae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",13407,
,Diploglossus monotropis,(KUHL 1820),,,"Diploglossidae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",13408,
,Diploglossus montanus,(SCHMIDT 1933),,"E: Mountain Lesser Galliwasp
G: Berg-Gallwespenschleiche","Diploglossidae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",12072,
,Diploglossus montisilvestris,MYERS 1973,,"E: Mountain Forest galliwasp
G: Bergwald-Gallwespenschleiche","Diploglossidae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",13409,
,Diploglossus montisserrati,UNDERWOOD 1964,,"E: Montserrat Galliwasp
G: Montserrat-Gallwespenschleiche","Diploglossidae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",13410,
,Diploglossus nigropunctatus,BARBOUR & SHREVE 1937,,E: Cuban Spotted Galliwasp,"Diploglossidae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",13411,
,Diploglossus owenii,DUMÉRIL & BIBRON 1839,,"E: Owen's Galliwasp
G: Owens Gallwespenschleiche","Diploglossidae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",13412,
,Diploglossus pleii,DUMÉRIL & BIBRON 1839,,"E: Puerto Rican Galliwasp
G: Puerto Rico Gallwespenschleiche
Spanish: Culebra de cuatro patas","Diploglossidae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",13413,
,Diploglossus scansorius,(MCCRANIE & WILSON 1996),,,"Diploglossidae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",12076,
,Diplolaemus bibronii,BELL 1843,,E: Bibron's Iguana,"Leiosauridae (Leiosaurinae), Iguania, Sauria, Squamata (lizards)",13414,
x,Diplolaemus darwinii,BELL 1843,,E: Darwin's Iguana,"Leiosauridae (Leiosaurinae), Iguania, Sauria, Squamata (lizards)",13415,
,Diplolaemus leopardinus,(WERNER 1898),,E: Leopard Iguana,"Leiosauridae (Leiosaurinae), Iguania, Sauria, Squamata (lizards)",13416,
,Diplolaemus sexcinctus,"CEI, SCOLARO & VIDELA 2003",,,"Leiosauridae (Leiosaurinae), Iguania, Sauria, Squamata (lizards)",13417,
x,Diplometopon zarudnyi,NIKOLSKY 1907,,E: Zarudnyi s Worm Lizard,"Trogonophidae, Amphisbaenia, Lacertoidea, Squamata",13418,
,Diporiphora adductus,"DOUGHTY, KEALLEY & MELVILLE 2012",,E: Carnarvon Dragon,"Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",13419,
,Diporiphora albilabris,STORR 1974,,"E: White-lipped Two-line Dragon, Tar tar lizard","Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",13420,
,Diporiphora ameliae,"EMMOTT, COUPER, MELVILLE & CHAPPLE 2012",,,"Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",13421,
,Diporiphora amphiboluroides,LUCAS & FROST 1902,,E: Mulga Dragon,"Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",13422,
,Diporiphora australis,(STEINDACHNER 1867),,"E: Tommy roundhead, Eastern two-line Dragon","Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",13424,
,Diporiphora bennettii,(GRAY 1845),,"E: Kimberley sandstone dragon, Robust Two-line Dragon","Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",13425,
x,Diporiphora bilineata,GRAY 1842,,"E: Northern Two-line Dragon, Two-Lined Dragon","Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",13426,
,Diporiphora carpentariensis,"MELVILLE, DATE, HORNER & DOUGHTY 2019",,E: Gulf two-lined dragon,"Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",22191,
,Diporiphora convergens,STORR 1974,,E: Crystal Creek Two-line Dragon,"Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",13427,
,Diporiphora gracilis,"MELVILLE, DATE, HORNER & DOUGHTY 2019",,E: Gracile two-lined dragon,"Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",22185,
,Diporiphora granulifera,"MELVILLE, DATE, HORNER & DOUGHTY 2019",,E: Granulated two-lined dragon,"Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",22188,
,Diporiphora jugularis,(MACLEAY 1877),,E: Black-throated two-pored dragon,"Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",22180,
,Diporiphora lalliae,STORR 1974,,"E: Northern deserts dragon, Lally's Two-line Dragon","Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",13428,
,Diporiphora linga,HOUSTON 1977,,E: Pink Two-line Dragon,"Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",13429,
,Diporiphora magna,STORR 1974,,E: Yellow-sided Two-lined Dragon,"Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",13430,
,Diporiphora margaretae,STORR 1974,,,"Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",13431,
,Diporiphora nobbi,(WITTEN 1972),,"E: Nobbi Lashtail, Nobbi","Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",13432,
,Diporiphora pallida,"MELVILLE, DATE, HORNER & DOUGHTY 2019",,E: Pale two-pored dragon,"Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",22194,
,Diporiphora paraconvergens,"DOUGHTY, KEALLEY & MELVILLE 2012",,E: Grey-striped Western Desert Dragon,"Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",13433,
,Diporiphora perplexa,"MELVILLE, DATE, HORNER & DOUGHTY 2019",,E: Kimberley rock dragon,"Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",22177,
,Diporiphora phaeospinosa,EDWARDS & MELVILLE 2011,,,"Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",13434,
,Diporiphora pindan,STORR 1980,,E: Pindan (Two-line) Dragon,"Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",13435,
,Diporiphora reginae,GLAUERT 1959,,E: Plain-backed Two-line Dragon,"Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",13436,
,Diporiphora sobria,STORR 1974,,E: Northern savannah two-pored dragon,"Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",22179,
,Diporiphora superba,STORR 1974,,E: Superb Two-line Dragon,"Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",13437,
,Diporiphora valens,STORR 1980,,"E: Southern Pilbara Spinifex Dragon, Southern Pilbara Tree Dragon, Pilbara Two-line Dragon","Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",13438,
,Diporiphora vescus,"DOUGHTY, KEALLEY & MELVILLE 2012",,E: Northern Pilbara Tree Dragon,"Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",13439,
,Diporiphora winneckei,LUCAS & FROST 1896,,E: Cane Grass (Two-line) Dragon,"Agamidae (Amphibolurinae), Sauria, Iguania, Squamata (lizards)",13440,
,Dipsadoboa aulica,(GÜNTHER 1864),,"E: Marbled Tree Snake, Cross-barred Snake","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",13441,
,Dipsadoboa brevirostris,(STERNFELD 1908),,,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",13442,
,Dipsadoboa duchesnii,(BOULENGER 1901),,,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",13443,
,Dipsadoboa flavida,(BROADLEY & STEVENS 1971),"Dipsadoboa flavida flavida (BROADLEY & STEVENS 1971)
Dipsadoboa flavida broadleyi RASMUSSEN 1989",broadleyi: Cross-barred Tree Snake,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",13444,
,Dipsadoboa kageleri,(UTHMÖLLER 1939),,E: Kageler’s Tree Snake,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",22537,
,Dipsadoboa montisilva,"BRANCH, CONRADIE & TOLLEY 2019",,E: Montane Forest Tree Snake,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",22522,
,Dipsadoboa shrevei,(LOVERIDGE 1932),,E: Shreve's (Nocturnal) Tree Snake,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",13445,
,Dipsadoboa underwoodi,RASMUSSEN 1993,,,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",13446,
x,Dipsadoboa unicolor,GÜNTHER 1858,,E: Günther's Green Tree Snake,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",13447,
,Dipsadoboa viridis,(PETERS 1869),"Dipsadoboa viridis gracilis LAURENT 1956
Dipsadoboa viridis viridis (PETERS 1869)",E: Laurent’s green tree-snake,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",13448,
,Dipsadoboa weileri,(LINDHOLM 1905),,E: Black-tailed tree snake,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",13449,
,Dipsadoboa werneri,(BOULENGER 1897),,E: Werner's Green Tree Snake,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",13450,
,Dipsas albifrons,(SAUVAGE 1884),,"E: Sauvage's Snail-eater
Portuguese: Come-Lesma, Dormideira, Dormideira-da-Ilha-da-Queimada-Grande, Quiriripitá","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",13451,
,Dipsas alternans,(FISCHER 1885),,"E: Jan's Snail-eater
Portuguese: Come-Lesma, Dormideira, Dormideira-de-Árvore","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",13452,
,Dipsas andiana,(BOULENGER 1896),,,"Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",13453,
,Dipsas articulata,(COPE 1868),,E: American Snail-eater,"Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",13454,
,Dipsas baliomelas,HARVEY 2008,,,"Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",13455,
,Dipsas bicolor,(GÜNTHER 1895),,E: Two-colored Snail-eater,"Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",13456,
,Dipsas bobridgelyi,"(ARTEAGA, SALAZAR-VALENZUELA, MEBERT, PEÑAFIEL, AGUIAR, SÁNCHEZ-NIVICELA, PYRON, COLSTON, CISNEROS-HEREDIA, YÁNEZ-MUÑOZ, VENEGAS, GUAYASAMIN & TORRES-CARVAJAL 2018)",,"E: Bob Ridgely’s Snail-Eater
S: Caracolera de Bob Ridgely","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",21427,
,Dipsas bothropoides,"MEBERT, PASSOS, FERNANDES, ENTIAUSPE-NETO, QUEIROZ-ALVEZ, MACHADO & LOPES 2020",,,"Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",23084,
,Dipsas brevifacies,(COPE 1866),,"E: Short-faced snail eater, Snail-eating Thirst Snake
S: Caracolera de Cara Corta","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",13457,
,Dipsas bucephala,(SHAW 1802),,"E: Neotropical Snail-eater
Portuguese: Come-Lesma, Dormideira, Dormideira-Comum, Jararaca, Jararaquinha-Dormideira","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",13458,
,Dipsas catesbyi,(SENTZEN 1796),,"E: Catesby's Snail-eater
Portuguese: Cobra-Cipó, Come-Lesma, Dormideira, Dorminhoca, Jararaquinha-Dormideira, Papa-Lesma","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",13459,
,Dipsas chaparensis,REYNOLDS & FOSTER 1992,,,"Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",13460,
,Dipsas cisticeps,(BOETTGER 1885),,E: Neotropical Snail-eater,"Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",21032,
